Gene ID	Gene Name	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9'.pValue
ENSG00000007545	CRAMP1	0.1	0.681665949963206	-0.4	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	-0.2	0.564546811429321
ENSG00000007866	TEAD3	0.7	0.0921210972843449	0.3	0.998056860267984	-0.3	0.99498273299885	0.3	0.997156663666153	1.0	0.041769996487812	0.1	0.943873108210693
ENSG00000007908	SELE			-0.3	0.998056860267984	-0.3	0.99498273299885
ENSG00000007923	DNAJC11	-0.4	0.185936547892657	-0.1	0.998056860267984	-0.1	0.99498273299885			-0.2	0.759774098154237	-0.1	0.861888196934944
ENSG00000007933	FMO3			0.3	0.998056860267984	0.4	0.99498273299885
ENSG00000007944	MYLIP			-0.4	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	-0.4	0.457772751946182	-0.2	0.836467458642079
ENSG00000007952	NOX1			0.1	0.998056860267984	0.3	0.99498273299885	0.3	0.997156663666153
ENSG00000008018	PSMB1			0.1	0.998056860267984	0.3	0.99498273299885			-0.3	0.304409484463157	0.1	0.876229968219088
ENSG00000008056	SYN1			-0.4	0.998056860267984	-0.3	0.99498273299885			-0.5	0.0719055419749535	-0.1	0.94860073207416
ENSG00000008083	JARID2	0.3	0.253111202813244	0.2	0.998056860267984			0.1	0.997156663666153	0.4	0.141002076623079	0.2	0.731571317763735
ENSG00000008086	CDKL5	-0.2	0.163944837817464	-0.2	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	-0.7	0.0047914991152032	0.1	0.966033907597017
ENSG00000008118	CAMK1G	-0.1	0.570031648449022	-0.5	0.998056860267984	-0.2	0.99498273299885			-0.9	0.00125107294730295	-0.1	0.935150322810069
ENSG00000008128	CDK11A							-0.1	0.997156663666153	0.3	0.697592788226928	0.3	0.755405815827157
ENSG00000008130	NADK	-0.4	0.136855615909391	-0.1	0.998056860267984	-0.2	0.99498273299885	-0.2	0.997156663666153	0.1	0.873306079843134
ENSG00000008197	TFAP2D					0.1	0.99498273299885	0.2	0.997156663666153
ENSG00000008226	DLEC1											0.3	0.820989892445136
ENSG00000008256	CYTH3	-0.1	0.635752385192126	-0.2	0.998056860267984					-0.1	0.788026678625583	-0.1	0.938498543266467
ENSG00000008277	ADAM22	-0.3	0.150270021898281	-0.1	0.998056860267984	0.2	0.99498273299885			-0.6	0.0623406443130573	0.1	0.938498543266467
ENSG00000008282	SYPL1	0.1	0.878295219966993	0.5	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153			-0.4	0.60137786333813
ENSG00000008283	CYB561			-0.5	0.998056860267984	-0.2	0.99498273299885			-0.9	0.00184068407911025	-0.1	0.884837092315075
ENSG00000008294	SPAG9	0.1	0.815851921808013	0.4	0.998056860267984	0.3	0.99498273299885	0.1	0.997156663666153	0.4	0.173261175562946
ENSG00000008300	CELSR3			-0.2	0.998056860267984					-0.3	0.428145010908216	0.1	0.943873108210693
ENSG00000008311	AASS			0.4	0.998056860267984					0.8	0.0903189050687963
ENSG00000008324	SS18L2			0.1	0.998056860267984	0.6	0.99498273299885	-0.1	0.997156663666153	-0.3	0.529964878368337	0.2	0.86669449387333
ENSG00000008382	MPND	-0.2	0.381170172503018	-0.2	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153			-0.4	0.599164883109517
ENSG00000008394	MGST1	0.3	0.387910718311953	0.5	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153	1.1	0.00380806681352081	0.5	0.568538700733812
ENSG00000008405	CRY1	-0.1	0.873876816601906			0.2	0.99498273299885	-0.1	0.997156663666153	0.3	0.612284612630278	-0.1	0.905085216475414
ENSG00000008438	PGLYRP1					-0.2	0.99498273299885
ENSG00000008441	NFIX	0.2	0.305214717649068	-0.2	0.998056860267984	-0.2	0.99498273299885			0.1	0.809051784105537	-0.2	0.731571317763735
ENSG00000008513	ST3GAL1	0.1	0.604373624608787	-0.2	0.998056860267984	-0.1	0.99498273299885			-0.2	0.608254096335068
ENSG00000008516	MMP25	0.2	0.526459589290413	-0.2	0.998056860267984	-0.2	0.99498273299885			0.3	0.665324834031089	-0.1	0.962880649353723
ENSG00000008517	IL32	0.2	0.669095048807377	0.2	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	0.5	0.498420277160089	0.3	0.754234732158881
ENSG00000008710	PKD1	-0.2	0.530235090184955	-0.3	0.998056860267984	-0.1	0.99498273299885			-0.3	0.514471258769756	-0.2	0.683802331170363
ENSG00000008735	MAPK8IP2	-0.1	0.588949114887235	-0.3	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	-0.1	0.820741016162568	-0.2	0.824600554236664
ENSG00000008838	MED24	-0.1	0.407136501528868	-0.2	0.998056860267984	-0.3	0.99498273299885			-0.1	0.767734768118095	-0.3	0.54811772642204
ENSG00000008853	RHOBTB2	-0.3	0.091816571869972	-0.3	0.998056860267984			-0.1	0.997156663666153	-0.4	0.1218151256255	-0.2	0.857021604409396
ENSG00000008869	HEATR5B	-0.3	0.130572465762769	-0.1	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	-0.6	0.0139478042938243
ENSG00000008952	SEC62	0.2	0.0973644161885103	0.2	0.998056860267984	0.5	0.99498273299885	0.1	0.997156663666153	0.1	0.767428866858164	0.1	0.836467458642079
ENSG00000008988	RPS20	0.2	0.355584698503839	0.4	0.998056860267984	0.7	0.99498273299885			0.4	0.31114680708258	0.2	0.842479221299393
ENSG00000009307	CSDE1	-0.1	0.358796838100699	0.1	0.998056860267984	0.1	0.99498273299885			-0.2	0.49500440979547	-0.1	0.915100841811612
ENSG00000009335	UBE3C	-0.3	0.251535869454343	-0.1	0.998056860267984			-0.1	0.997156663666153	-0.2	0.501342382871236	-0.1	0.907966516241996
ENSG00000009413	REV3L	0.1	0.869190833569191	0.4	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	0.6	0.154818306734878	0.2	0.81847585017555
ENSG00000009694	TENM1	0.1	0.610381753219288	-0.2	0.998056860267984	0.3	0.99498273299885			-0.1	0.797796889433078	-0.1	0.932436887986128
ENSG00000009709	PAX7	-0.3	0.305454031935569	0.1	0.998056860267984			-0.3	0.997156663666153
ENSG00000009724	MASP2			0.2	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	0.3	0.651257186152615
ENSG00000009780	FAM76A	0.3	0.122100155941558	-0.5	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	-0.3	0.557380009639178	0.1	0.89449034448575
ENSG00000009790	TRAF3IP3					-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000009830	POMT2	0.2	0.501130210067885	0.1	0.998056860267984	-0.4	0.99498273299885	0.2	0.997156663666153	0.4	0.25257491326504	-0.1	0.95470609008277
ENSG00000009844	VTA1	-0.3	0.124069037882603	0.2	0.998056860267984	0.4	0.99498273299885	-0.2	0.997156663666153	-0.4	0.100814771286315	-0.1	0.89683080520005
ENSG00000009950	MLXIPL	0.2	0.253346281889418			-0.2	0.99498273299885	-0.1	0.997156663666153	0.1	0.88947222566066	0.1	0.928111823543769
ENSG00000009954	BAZ1B	0.2	0.269831405693819	0.2	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	0.3	0.192091498180533	0.2	0.802456794225036
ENSG00000010017	RANBP9	-0.3	0.183817154290057			0.1	0.99498273299885	-0.1	0.997156663666153	-0.4	0.197417369596458
ENSG00000010030	ETV7			0.1	0.998056860267984			0.1	0.997156663666153
ENSG00000010072	SPRTN	0.2	0.411733454416244			0.3	0.99498273299885	-0.1	0.997156663666153			0.1	0.915022754157974
ENSG00000010165	EEF1AKNMT	-0.1	0.702735080053202	-0.3	0.998056860267984	0.2	0.99498273299885			-0.5	0.207160815145311	-0.1	0.915022754157974
ENSG00000010219	DYRK4	0.3	0.190601910794288	0.5	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153	0.1	0.796358711270677	0.1	0.900808238549505
ENSG00000010244	ZNF207			0.2	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	0.1	0.69744574097208	0.1	0.871242045878176
ENSG00000010256	UQCRC1	-0.1	0.521368024171956	-0.2	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.5	0.0886056127293002	-0.3	0.555360411419395
ENSG00000010270	STARD3NL	-0.2	0.379052447392687	0.2	0.998056860267984	0.5	0.99498273299885	-0.1	0.997156663666153	-0.3	0.415486460989186	-0.1	0.956940876678194
ENSG00000010278	CD9	0.2	0.608702461451177	0.3	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153			-0.3	0.745517091123448
ENSG00000010282	HHATL	0.2	0.534535655492695	-0.1	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153	0.1	0.861748418615177	-0.4	0.522218665452478
ENSG00000010292	NCAPD2	0.2	0.487995385524614			-0.1	0.99498273299885	0.3	0.997156663666153	0.1	0.915241346206896	-0.1	0.959017823733999
ENSG00000010295	IFFO1	0.1	0.416013498022813			-0.2	0.99498273299885			-0.2	0.668964485507275	-0.1	0.85387171027449
ENSG00000010310	GIPR	0.3	0.461463496491189	0.5	0.998056860267984	0.2	0.99498273299885
ENSG00000010318	PHF7	0.2	0.610071789317826	-0.3	0.998056860267984	0.3	0.99498273299885	0.1	0.997156663666153	-0.2	0.776031461741948	0.2	0.861888196934944
ENSG00000010319	SEMA3G			-0.4	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.4	0.40601140832991	-0.7	0.135068250348437
ENSG00000010322	NISCH	-0.1	0.57361627291081	-0.4	0.998056860267984	-0.2	0.99498273299885			-0.3	0.476894354810458	-0.2	0.823449127774285
ENSG00000010327	STAB1	-0.2	0.621846033900221	0.2	0.998056860267984			0.1	0.997156663666153	-0.1	0.838225413026156
ENSG00000010361	FUZ					-0.4	0.99498273299885			0.3	0.495696433550842	-0.4	0.633971004542821
ENSG00000010379	SLC6A13	0.6	0.109833452887292			-0.2	0.99498273299885			0.2	0.742078891863835	0.1	0.92383284670611
ENSG00000010404	IDS	-0.3	0.141264182109307			0.1	0.99498273299885	-0.1	0.997156663666153	-0.1	0.890376330064064	-0.1	0.895276609327873
ENSG00000010438	PRSS3	-0.2	0.436319223628729	-0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.4	0.388997256412479
ENSG00000010539	ZNF200	0.2	0.402952387470948	0.3	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153	0.4	0.479098068627312	0.3	0.722272275083765
ENSG00000010610	CD4	0.2	0.520377198799202	0.1	0.998056860267984	-0.2	0.99498273299885	0.2	0.997156663666153	0.1	0.862062589910964
ENSG00000010626	LRRC23	0.2	0.51032649568123	0.1	0.998056860267984	0.2	0.99498273299885			0.4	0.334108318163112	0.1	0.943108429055133
ENSG00000010671	BTK			-0.3	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153
ENSG00000010704	HFE			0.1	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.5	0.418255218195262	-0.1	0.96050756313061
ENSG00000010803	SCMH1			0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.3	0.370734943628711	0.1	0.861888196934944
ENSG00000010810	FYN	0.1	0.736586040573942	0.2	0.998056860267984	-0.2	0.99498273299885			0.6	0.0337254184716039	0.1	0.920211971089034
ENSG00000010818	HIVEP2	-0.6	0.0326063371840689	-0.1	0.998056860267984	0.1	0.99498273299885	-0.2	0.997156663666153	-0.5	0.231605297970151	-0.1	0.874835558543719
ENSG00000011007	ELOA	0.2	0.180663191545733	0.1	0.998056860267984	-0.1	0.99498273299885			0.2	0.635460750725932	0.1	0.939838326285535
ENSG00000011009	LYPLA2	-0.1	0.551310499728327	-0.3	0.998056860267984	-0.5	0.99498273299885	-0.2	0.997156663666153	-0.4	0.229193366628245	-0.5	0.468422000216279
ENSG00000011021	CLCN6	-0.3	0.131167657702991	-0.3	0.998056860267984	-0.3	0.99498273299885			-0.5	0.194442512131811	-0.2	0.811276535791068
ENSG00000011028	MRC2	0.3	0.369533730018034	-0.3	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153			0.1	0.922130555446328
ENSG00000011083	SLC6A7	-0.3	0.130225300687983	-0.6	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153	-1.3	8.22668033674651E-5	-0.3	0.706809408416568
ENSG00000011105	TSPAN9	0.1	0.708029174582696	-0.4	0.998056860267984	-0.4	0.99498273299885			-0.4	0.380151182447829	-0.3	0.657292891293629
ENSG00000011114	BTBD7	0.2	0.242572723816801	0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.6	0.0402670147215483	0.2	0.687643247591474
ENSG00000011132	APBA3	0.3	0.226980994166346	-0.1	0.998056860267984	-0.4	0.99498273299885	0.1	0.997156663666153	0.1	0.887233674478776
ENSG00000011143	MKS1	0.1	0.654855114858668			-0.5	0.99498273299885	-0.1	0.997156663666153	0.3	0.573266082523573	-0.1	0.956780440212592
ENSG00000011198	ABHD5	0.2	0.292993859004712	0.5	0.998056860267984	0.3	0.99498273299885			0.4	0.263070001180133	0.1	0.895276609327873
ENSG00000011201	ANOS1	-0.3	0.468215210263792	0.6	0.998056860267984	0.6	0.99498273299885	0.1	0.997156663666153	0.7	0.182502949993316	0.2	0.85387171027449
ENSG00000011243	AKAP8L	0.2	0.159531239627355	-0.1	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153	0.4	0.104352618143618	0.3	0.586540220895047
ENSG00000011258	MBTD1	0.4	0.120846941127809			-0.1	0.99498273299885	0.1	0.997156663666153	0.2	0.762862298365283	0.1	0.876229968219088
ENSG00000011260	UTP18	-0.2	0.343519058424277			0.4	0.99498273299885			-0.6	0.112090169436014
ENSG00000011275	RNF216	0.2	0.341196414976544	0.1	0.998056860267984					0.3	0.275768739921835
ENSG00000011295	TTC19	-0.2	0.201185957977061	-0.3	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.6	0.0147722240140134	-0.1	0.959017823733999
ENSG00000011304	PTBP1	0.4	0.156417534571908					0.1	0.997156663666153	0.2	0.440177718693453	0.1	0.927786441044119
ENSG00000011332	DPF1	0.1	0.820926850245304	-0.5	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.6	0.0867609602851761	-0.3	0.737385665681359
ENSG00000011347	SYT7	0.2	0.507738024254492	-0.5	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.7	0.00833905746465408	-0.3	0.652501183064648
ENSG00000011376	LARS2	-0.2	0.493788148597059	0.1	0.998056860267984	-0.2	0.99498273299885			0.5	0.199322789884594
ENSG00000011405	PIK3C2A	0.2	0.466981592262322	0.3	0.998056860267984	0.1	0.99498273299885			0.7	0.0878735318746515	0.3	0.649364585595618
ENSG00000011422	PLAUR	0.2	0.574244449127292	0.2	0.998056860267984	-0.4	0.99498273299885			0.3	0.690363768071482	0.5	0.61693998750372
ENSG00000011426	ANLN	0.1	0.876348950505138	0.3	0.998056860267984			0.1	0.997156663666153	0.1	0.922166836009669	-0.7	0.321649242885527
ENSG00000011451	WIZ			0.1	0.998056860267984	-0.2	0.99498273299885			0.5	0.0889105067570137	-0.1	0.948660764118795
ENSG00000011454	RABGAP1	-0.2	0.244908369493233			-0.1	0.99498273299885	-0.1	0.997156663666153			-0.1	0.902032859361186
ENSG00000011465	DCN	0.3	0.404232402532254			0.5	0.99498273299885			0.1	0.829251262665354	0.4	0.684922841324593
ENSG00000011478	QPCTL	-0.1	0.614494718983534	-0.4	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	-0.4	0.428145010908216	-0.3	0.719687166364218
ENSG00000011485	PPP5C	-0.2	0.213155779445945	-0.5	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	-0.7	0.0134804897096989	-0.3	0.453040441558012
ENSG00000011523	CEP68	-0.2	0.199683561862698	-0.2	0.998056860267984			-0.1	0.997156663666153	-0.2	0.489584527842824
ENSG00000011566	MAP4K3	-0.4	0.113867238289105	0.2	0.998056860267984	0.1	0.99498273299885	-0.2	0.997156663666153	-0.2	0.723377235812843	0.1	0.923256511770663
ENSG00000011590	ZBTB32			0.1	0.998056860267984	-0.4	0.99498273299885
ENSG00000011600	TYROBP	-0.2	0.690141517929014	0.3	0.998056860267984	0.4	0.99498273299885			0.1	0.93967433419104	-0.1	0.967805486680194
ENSG00000011638	TMEM159	0.3	0.411756908988748	-0.4	0.998056860267984			0.1	0.997156663666153	-0.8	0.100013030718205
ENSG00000011677	GABRA3	-0.2	0.488956783633561	-0.4	0.998056860267984	-0.1	0.99498273299885			-1.2	0.00370547977281988
ENSG00000012048	BRCA1	0.6	0.094690597555122	0.7	0.998056860267984	0.1	0.99498273299885	0.2	0.997156663666153	1.2	0.0146786124340985	0.1	0.914816044153816
ENSG00000012061	ERCC1			-0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.2	0.686790578655345	-0.2	0.76957866440765
ENSG00000012124	CD22	0.4	0.356411180391382	0.1	0.998056860267984	-0.6	0.99498273299885	0.3	0.997156663666153	0.5	0.519537493665126	-0.5	0.551227171285565
ENSG00000012171	SEMA3B	0.5	0.133468104615442	0.2	0.998056860267984	-0.5	0.99498273299885	0.3	0.997156663666153	0.3	0.597984615025025	-0.6	0.337758063605281
ENSG00000012174	MBTPS2	-0.3	0.158270922815067			0.1	0.99498273299885	-0.1	0.997156663666153	-0.3	0.595356434093414	-0.3	0.79811468318584
ENSG00000012211	PRICKLE3			0.3	0.998056860267984	0.1	0.99498273299885
ENSG00000012223	LTF			-0.3	0.998056860267984	-0.4	0.99498273299885	-0.2	0.997156663666153
ENSG00000012232	EXTL3	-0.1	0.534277290902775	-0.3	0.998056860267984	-0.1	0.99498273299885			-0.5	0.0456840620234289	-0.2	0.713292989634028
ENSG00000012504	NR1H4					0.1	0.99498273299885
ENSG00000012660	ELOVL5	0.1	0.85983299208419	0.3	0.998056860267984			0.1	0.997156663666153	0.5	0.345999378383798	0.1	0.967598075854989
ENSG00000012779	ALOX5			0.3	0.998056860267984	0.3	0.99498273299885	0.4	0.997156663666153	-0.4	0.594089353344773
ENSG00000012817	KDM5D	-0.1	0.761095563459147	-0.1	0.998056860267984	-0.3	0.99498273299885					-0.1	0.933435660490632
ENSG00000012822	CALCOCO1			-0.3	0.998056860267984	-0.3	0.99498273299885					0.1	0.915022754157974
ENSG00000012963	UBR7	-0.2	0.303535075985618	-0.1	0.998056860267984	-0.1	0.99498273299885			-0.3	0.348199695901747	-0.1	0.927786441044119
ENSG00000012983	MAP4K5	0.2	0.436319223628729	0.3	0.998056860267984	0.1	0.99498273299885	0.2	0.997156663666153	0.2	0.656341516921146	0.1	0.962411909048847
ENSG00000013016	EHD3	-0.3	0.184687371210327	-0.4	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.7	0.0621290533734023	-0.1	0.906199923043515
ENSG00000013275	PSMC4	-0.1	0.671549356103389	-0.2	0.998056860267984	-0.2	0.99498273299885			-0.5	0.0470775371391809	-0.3	0.411784544662731
ENSG00000013288	MAN2B2			-0.3	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	-0.4	0.127428428891925	-0.1	0.86058734438217
ENSG00000013293	SLC7A14	-0.2	0.405665563588434	-0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	-0.6	0.187140876102687	-0.1	0.91904691940672
ENSG00000013297	CLDN11	0.2	0.598148295067667	0.2	0.998056860267984	-0.6	0.99498273299885	0.2	0.997156663666153			-0.7	0.372922075899199
ENSG00000013306	SLC25A39	0.3	0.105018771053475			-0.3	0.99498273299885	0.1	0.997156663666153	0.3	0.250360898654594	-0.1	0.914073912872337
ENSG00000013364	MVP	0.5	0.0858873245699945	0.4	0.998056860267984	-0.2	0.99498273299885	0.3	0.997156663666153	0.9	0.0221162762979545	0.2	0.903035900412317
ENSG00000013374	NUB1	0.1	0.344040126990116									0.2	0.633120062552148
ENSG00000013375	PGM3	-0.2	0.249806073704161	0.5	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	0.8	0.0109835308261592
ENSG00000013392	RWDD2A	-0.3	0.169242992583362	-0.5	0.998056860267984	0.3	0.99498273299885			-0.5	0.121541995968837	0.1	0.883064993749402
ENSG00000013441	CLK1	-0.1	0.754947197435379	0.1	0.998056860267984					0.3	0.42797907683021	0.2	0.824391853454947
ENSG00000013503	POLR3B	-0.1	0.742367586155354					-0.1	0.997156663666153	-0.3	0.574083700862541	0.1	0.914073912872337
ENSG00000013523	ANGEL1	0.1	0.759316243265282	-0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.1	0.821595382989622	0.1	0.922130555446328
ENSG00000013561	RNF14	-0.2	0.267777446214351	-0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.5	0.0709966347417319	-0.2	0.824321993672167
ENSG00000013563	DNASE1L1	-0.3	0.299482083958352					-0.1	0.997156663666153	0.1	0.818616745228186	-0.1	0.976847117706495
ENSG00000013573	DDX11	0.5	0.185828812517828	0.3	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153	0.5	0.39999916254361	-0.1	0.973329801586036
ENSG00000013583	HEBP1			-0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	-0.1	0.786664576433101
ENSG00000013588	GPRC5A			-0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	-0.5	0.370146587456595	0.5	0.542243144679649
ENSG00000013619	MAMLD1	0.1	0.592486744997073	-0.1	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153	0.1	0.881344500061771	0.3	0.624758588472824
ENSG00000013725	CD6	0.3	0.386882975820098	0.1	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153	0.1	0.866465541934208	-0.1	0.978098988801535
ENSG00000013810	TACC3	-0.1	0.793210465167912			0.1	0.99498273299885			0.2	0.732496075757254	0.2	0.862805790589275
ENSG00000014123	UFL1	0.3	0.191093507848697	0.3	0.998056860267984	0.4	0.99498273299885	0.1	0.997156663666153	0.1	0.811812352163519	0.2	0.845872953805393
ENSG00000014138	POLA2	0.5	0.105865597143513	0.2	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	0.4	0.561649850118784	-0.2	0.870349434633128
ENSG00000014164	ZC3H3	0.3	0.125307360271835	-0.2	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	0.2	0.493873143663386
ENSG00000014216	CAPN1	-0.1	0.543870017396116	-0.3	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	-0.1	0.730097139609713	-0.3	0.586540220895047
ENSG00000014257	ACPP			0.1	0.998056860267984
ENSG00000014641	MDH1	-0.5	0.128373059487837	-0.2	0.998056860267984	0.4	0.99498273299885	-0.2	0.997156663666153	-1.0	0.00231459062569933	-0.1	0.920942480569827
ENSG00000014824	SLC30A9	-0.4	0.150525768732016	0.1	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	-0.7	0.0415945220432067	-0.2	0.878770566652388
ENSG00000014914	MTMR11	0.3	0.376827508035141	-0.2	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	0.2	0.688942348085781	0.4	0.617015001391078
ENSG00000014919	COX15	0.2	0.325409222234409	-0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	-0.2	0.680282176040636	-0.3	0.604915605106554
ENSG00000015133	CCDC88C	0.1	0.71396739945357			0.3	0.99498273299885			0.4	0.322531490246105	0.2	0.85273032478235
ENSG00000015153	YAF2	0.1	0.563490869124004	-0.1	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153			0.1	0.943873108210693
ENSG00000015171	ZMYND11	-0.2	0.477539000425651	0.3	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	0.3	0.466775062837136	0.2	0.753567800595113
ENSG00000015285	WAS	0.2	0.572136586257588	0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.2	0.798620371938723	-0.3	0.741034295130891
ENSG00000015475	BID	-0.2	0.388504502807046			0.3	0.99498273299885			-0.1	0.882864618025342	0.1	0.950220459022504
ENSG00000015479	MATR3	-0.4	0.316747599537536	0.1	0.998056860267984	0.2	0.99498273299885	-0.2	0.997156663666153	0.7	0.199441186234148	0.5	0.568538700733812
