gene_id,type,ncbi,kegg
ENSG00000055950,protein_coding,84545,790
ENSG00000056050,protein_coding,54969,
ENSG00000056277,protein_coding,55609,1110
ENSG00000056291,protein_coding,10886,1100
ENSG00000056487,protein_coding,112885,270
ENSG00000056558,protein_coding,7185,
ENSG00000056586,protein_coding,54542,310
ENSG00000056736,protein_coding,55540,
ENSG00000056972,protein_coding,10758,
ENSG00000056998,protein_coding,8908,525
ENSG00000057019,protein_coding,131566,571
ENSG00000057252,protein_coding,6646,1100
ENSG00000057294,protein_coding,5318,562
ENSG00000057468,protein_coding,4438,250
ENSG00000057593,protein_coding,2155,5163
ENSG00000057608,protein_coding,2665,621
ENSG00000057657,protein_coding,639,1110
ENSG00000057663,nonsense_mediated_decay,9474,
ENSG00000057704,protein_coding,57458,
ENSG00000057757,protein_coding,57095,571
ENSG00000057935,protein_coding,57504,520
ENSG00000058056,protein_coding,8975,270
ENSG00000058063,protein_coding,23200,361
ENSG00000058085,protein_coding,3918,5170
ENSG00000058091,protein_coding,5218,4070
ENSG00000058262,protein_coding,29927,
ENSG00000058272,protein_coding,4659,4660
ENSG00000058335,protein_coding,5923,1100
ENSG00000058453,protein_coding,9696,
ENSG00000058668,protein_coding,493,440
ENSG00000058673,nonsense_mediated_decay,9877,
ENSG00000058729,protein_coding,55781,770
ENSG00000058799,nonsense_mediated_decay,54432,
ENSG00000058804,protein_coding,55706,
ENSG00000058866,protein_coding,1608,5170
ENSG00000059122,protein_coding,84256,
ENSG00000059145,protein_coding,64718,5170
ENSG00000059377,protein_coding,6916,590
ENSG00000059378,protein_coding,64761,943
ENSG00000059573,protein_coding,5832,270
ENSG00000059588,protein_coding,6894,730
ENSG00000059691,protein_coding,5188,330
ENSG00000059728,nonsense_mediated_decay,4084,
ENSG00000059758,protein_coding,5128,562
ENSG00000059769,protein_coding,548645,4150
ENSG00000059804,protein_coding,6515,270
ENSG00000059915,protein_coding,5662,4926
ENSG00000060069,protein_coding,9150,541
ENSG00000060138,protein_coding,8531,1100
ENSG00000060140,protein_coding,55359,260
ENSG00000060237,protein_coding,65125,500
ENSG00000060339,protein_coding,55749,73
ENSG00000060491,protein_coding,11054,
ENSG00000060558,protein_coding,2769,561
ENSG00000060566,protein_coding,84699,
ENSG00000060642,nonsense_mediated_decay,55650,
ENSG00000060656,protein_coding,10076,280
ENSG00000060688,protein_coding,9410,364
ENSG00000060709,protein_coding,23504,730
ENSG00000060718,protein_coding,1301,5163
ENSG00000060749,protein_coding,79832,
ENSG00000060762,protein_coding,51660,
ENSG00000060971,protein_coding,30,61
ENSG00000060982,protein_coding,586,790
ENSG00000061273,protein_coding,51564,331
ENSG00000061455,protein_coding,93166,20
ENSG00000061492,protein_coding,7478,
ENSG00000061656,protein_coding,6676,510
ENSG00000061676,protein_coding,10787,
ENSG00000061794,nonsense_mediated_decay,60488,
ENSG00000061918,protein_coding,2983,4926
ENSG00000061936,protein_coding,6433,
ENSG00000061938,protein_coding,10188,4926
ENSG00000061987,protein_coding,23041,4150
ENSG00000062038,protein_coding,1001,520
ENSG00000062096,protein_coding,416,521
ENSG00000062194,protein_coding,65056,
ENSG00000062282,protein_coding,84649,73
ENSG00000062370,protein_coding,7771,650
ENSG00000062485,protein_coding,1431,720
ENSG00000062524,protein_coding,4058,564
ENSG00000062582,protein_coding,64951,
ENSG00000062598,protein_coding,63916,5235
ENSG00000062650,protein_coding,23063,4150
ENSG00000062716,protein_coding,81671,
ENSG00000062725,protein_coding,10513,514
ENSG00000062822,protein_coding,5424,983
ENSG00000063015,protein_coding,124925,350
ENSG00000063046,protein_coding,1975,4070
ENSG00000063127,protein_coding,28968,
ENSG00000063169,protein_coding,29998,
ENSG00000063176,protein_coding,56848,760
ENSG00000063177,non_stop_decay,6141,
ENSG00000063180,protein_coding,770,1100
ENSG00000063241,protein_coding,79763,760
ENSG00000063244,protein_coding,11338,1100
ENSG00000063245,protein_coding,29924,4926
ENSG00000063322,nonsense_mediated_decay,55588,
ENSG00000063438,protein_coding,57491,1110
ENSG00000063587,protein_coding,10838,1120
ENSG00000063601,protein_coding,8776,562
ENSG00000063660,protein_coding,2817,
ENSG00000063761,protein_coding,57143,5165
ENSG00000063854,protein_coding,3029,230
ENSG00000064012,protein_coding,841,4714
ENSG00000064042,protein_coding,22998,4714
ENSG00000064115,nonsense_mediated_decay,51768,
ENSG00000064195,protein_coding,1747,902
ENSG00000064199,protein_coding,53340,4660
ENSG00000064201,nonsense_mediated_decay,10077,
ENSG00000064205,protein_coding,8839,1110
ENSG00000064218,protein_coding,58524,4150
ENSG00000064225,nonsense_mediated_decay,10402,601
ENSG00000064270,nonsense_mediated_decay,9914,998
ENSG00000064300,protein_coding,4804,4660
ENSG00000064309,protein_coding,50937,500
ENSG00000064313,protein_coding,6873,5163
ENSG00000064393,protein_coding,28996,260
ENSG00000064419,protein_coding,23534,562
ENSG00000064547,protein_coding,9170,1100
ENSG00000064601,protein_coding,5476,680
ENSG00000064651,nonsense_mediated_decay,6558,
ENSG00000064652,protein_coding,28966,4714
ENSG00000064655,protein_coding,2139,500
ENSG00000064666,protein_coding,1265,5165
ENSG00000064687,protein_coding,10347,1120
ENSG00000064692,protein_coding,9627,541
ENSG00000064703,protein_coding,11218,430
ENSG00000064726,nonsense_mediated_decay,53339,
ENSG00000064763,protein_coding,55711,280
ENSG00000064787,protein_coding,8537,
ENSG00000064835,protein_coding,5449,1100
ENSG00000064886,protein_coding,1117,510
ENSG00000064932,protein_coding,22904,902
ENSG00000064933,protein_coding,5378,1120
ENSG00000064961,protein_coding,10362,1100
ENSG00000064989,protein_coding,10203,
ENSG00000064995,protein_coding,6882,
ENSG00000064999,protein_coding,23294,1110
ENSG00000065000,nonsense_mediated_decay,8943,730
ENSG00000065029,protein_coding,7629,4658
ENSG00000065054,protein_coding,9351,5170
ENSG00000065057,protein_coding,4913,1100
ENSG00000065135,protein_coding,2773,620
ENSG00000065150,protein_coding,3843,730
ENSG00000065154,protein_coding,4942,380
ENSG00000065183,protein_coding,10885,910
ENSG00000065243,protein_coding,5586,4926
ENSG00000065268,protein_coding,57418,4151
ENSG00000065320,protein_coding,9423,511
ENSG00000065325,protein_coding,9340,
ENSG00000065328,protein_coding,55388,
ENSG00000065357,protein_coding,1606,10
ENSG00000065361,protein_coding,2065,270
ENSG00000065371,protein_coding,54763,
ENSG00000065413,protein_coding,91526,220
ENSG00000065427,protein_coding,3735,1120
ENSG00000065457,protein_coding,23536,
ENSG00000065485,protein_coding,10954,591
ENSG00000065518,nonsense_mediated_decay,4710,
ENSG00000065534,protein_coding,4638,540
ENSG00000065548,protein_coding,55854,
ENSG00000065559,protein_coding,6416,270
ENSG00000065600,protein_coding,55248,
ENSG00000065609,protein_coding,9892,4714
ENSG00000065621,protein_coding,119391,5163
ENSG00000065665,protein_coding,55176,
ENSG00000065675,protein_coding,5588,562
ENSG00000065717,protein_coding,7089,350
ENSG00000065802,protein_coding,51665,250
ENSG00000065809,nonsense_mediated_decay,83641,
ENSG00000065883,protein_coding,8621,562
ENSG00000065911,protein_coding,10797,52
ENSG00000065923,protein_coding,84679,
ENSG00000065970,protein_coding,55810,997
ENSG00000065978,protein_coding,4904,900
ENSG00000065989,protein_coding,5141,1120
ENSG00000066027,protein_coding,5525,230
ENSG00000066032,protein_coding,1496,
ENSG00000066044,protein_coding,1994,5170
ENSG00000066056,protein_coding,7075,511
ENSG00000066084,protein_coding,57609,360
ENSG00000066117,nonsense_mediated_decay,6602,
ENSG00000066135,protein_coding,9682,5165
ENSG00000066136,protein_coding,4802,
ENSG00000066185,nonsense_mediated_decay,84217,1501
ENSG00000066230,protein_coding,6550,
ENSG00000066248,protein_coding,25791,4070
ENSG00000066279,protein_coding,259266,280
ENSG00000066294,protein_coding,8832,4070
ENSG00000066322,protein_coding,64834,1110
ENSG00000066336,protein_coding,6688,380
ENSG00000066379,protein_coding,30834,
ENSG00000066382,protein_coding,744,740
ENSG00000066405,nonsense_mediated_decay,51208,
ENSG00000066422,protein_coding,27107,4660
ENSG00000066427,protein_coding,4287,4714
ENSG00000066468,protein_coding,2263,4658
ENSG00000066557,protein_coding,55631,4660
ENSG00000066583,protein_coding,51015,1053
ENSG00000066629,protein_coding,2009,4714
ENSG00000066651,protein_coding,60487,260
ENSG00000066654,protein_coding,55623,730
ENSG00000066697,protein_coding,91283,
ENSG00000066735,protein_coding,26153,330
ENSG00000066777,protein_coding,10565,5170
ENSG00000066813,protein_coding,348158,1058
ENSG00000066827,protein_coding,57623,310
ENSG00000066855,protein_coding,9650,
ENSG00000066923,protein_coding,10734,5170
ENSG00000066926,nonsense_mediated_decay,2235,1110
ENSG00000066933,protein_coding,4649,380
ENSG00000067048,protein_coding,8653,400
ENSG00000067057,protein_coding,5214,1110
ENSG00000067064,protein_coding,3422,983
ENSG00000067066,protein_coding,6672,1100
ENSG00000067082,protein_coding,1316,908
ENSG00000067113,protein_coding,8611,500
ENSG00000067141,protein_coding,4756,51
ENSG00000067167,protein_coding,23471,1100
ENSG00000067182,protein_coding,7132,4151
ENSG00000067191,protein_coding,782,730
ENSG00000067208,protein_coding,7813,
ENSG00000067221,protein_coding,9399,380
ENSG00000067225,protein_coding,5315,790
ENSG00000067248,protein_coding,54505,5163
ENSG00000067334,nonsense_mediated_decay,30836,
ENSG00000067369,protein_coding,7158,5235
ENSG00000067445,protein_coding,7216,
ENSG00000067533,protein_coding,51018,
ENSG00000067560,protein_coding,387,730
ENSG00000067596,protein_coding,1659,270
ENSG00000067606,protein_coding,5590,230
ENSG00000067646,protein_coding,7544,1100
ENSG00000067704,protein_coding,55699,740
ENSG00000067715,protein_coding,6857,1100
ENSG00000067798,protein_coding,89795,520
ENSG00000067829,protein_coding,3421,1110
ENSG00000067836,nonsense_mediated_decay,79641,
ENSG00000067840,protein_coding,57595,4150
ENSG00000067842,protein_coding,492,4660
ENSG00000067900,protein_coding,6093,520
ENSG00000067955,nonsense_mediated_decay,865,
ENSG00000067992,protein_coding,5165,4926
ENSG00000068024,protein_coding,9759,1110
ENSG00000068028,protein_coding,11186,5170
ENSG00000068078,protein_coding,2261,600
ENSG00000068079,protein_coding,3430,4070
ENSG00000068097,protein_coding,63897,4151
ENSG00000068120,protein_coding,80347,4714
ENSG00000068137,protein_coding,79990,4926
ENSG00000068305,protein_coding,4205,
ENSG00000068308,protein_coding,55593,100
ENSG00000068323,protein_coding,7030,
ENSG00000068354,protein_coding,4943,
ENSG00000068366,protein_coding,2182,311
ENSG00000068383,protein_coding,3632,500
ENSG00000068394,protein_coding,27238,983
ENSG00000068400,nonsense_mediated_decay,56850,
ENSG00000068438,protein_coding,24140,1100
ENSG00000068489,nonsense_mediated_decay,55771,
ENSG00000068615,protein_coding,65055,
ENSG00000068650,protein_coding,23250,500
ENSG00000068654,protein_coding,25885,1100
ENSG00000068697,protein_coding,9741,
ENSG00000068724,protein_coding,57217,1501
ENSG00000068745,protein_coding,51447,5170
ENSG00000068781,protein_coding,286749,
ENSG00000068784,protein_coding,55133,970
ENSG00000068796,protein_coding,3796,450
ENSG00000068831,protein_coding,10235,5170
ENSG00000068878,protein_coding,23198,5163
ENSG00000068885,protein_coding,57560,350
ENSG00000068903,protein_coding,22933,620
ENSG00000068912,protein_coding,27248,
ENSG00000068971,protein_coding,5526,5170
ENSG00000068976,protein_coding,5837,1110
ENSG00000069011,protein_coding,5307,1120
ENSG00000069018,protein_coding,57113,590
ENSG00000069020,protein_coding,375449,1100
ENSG00000069122,protein_coding,221395,5170
ENSG00000069188,protein_coding,54549,600
ENSG00000069248,protein_coding,55746,362
ENSG00000069275,protein_coding,64710,
ENSG00000069399,protein_coding,602,564
ENSG00000069431,protein_coding,10060,533
ENSG00000069482,protein_coding,51083,
ENSG00000069493,protein_coding,29121,340
ENSG00000069509,protein_coding,139341,
ENSG00000069535,protein_coding,4129,860
ENSG00000069667,protein_coding,6095,1100
ENSG00000069696,protein_coding,1815,1110
ENSG00000069702,protein_coding,7049,
ENSG00000069764,nonsense_mediated_decay,8399,1100
ENSG00000069812,protein_coding,54626,
ENSG00000069849,nonsense_mediated_decay,483,
ENSG00000069869,protein_coding,4734,514
ENSG00000069943,protein_coding,9488,513
ENSG00000069956,protein_coding,5597,4714
ENSG00000069966,protein_coding,10681,5170
ENSG00000069974,protein_coding,5873,330
ENSG00000069998,protein_coding,27440,520
ENSG00000070018,protein_coding,4040,5165
ENSG00000070019,protein_coding,2984,515
ENSG00000070031,protein_coding,6343,
ENSG00000070047,protein_coding,57661,270
ENSG00000070061,protein_coding,8518,364
ENSG00000070081,protein_coding,4925,73
ENSG00000070087,protein_coding,5217,1100
ENSG00000070159,protein_coding,5774,4070
ENSG00000070182,protein_coding,6710,1110
ENSG00000070190,protein_coding,27071,4070
ENSG00000070193,protein_coding,2255,
ENSG00000070214,protein_coding,23446,
ENSG00000070366,protein_coding,23293,5163
ENSG00000070371,protein_coding,8218,1120
ENSG00000070388,protein_coding,27006,
ENSG00000070404,protein_coding,10272,
ENSG00000070413,protein_coding,9993,1110
ENSG00000070423,nonsense_mediated_decay,55658,4660
ENSG00000070444,protein_coding,4335,
ENSG00000070476,protein_coding,79364,4660
ENSG00000070495,nonsense_mediated_decay,23210,
ENSG00000070501,nonsense_mediated_decay,5423,770
ENSG00000070526,protein_coding,55808,514
ENSG00000070540,protein_coding,55062,601
ENSG00000070601,protein_coding,22844,5235
ENSG00000070610,protein_coding,57704,600
ENSG00000070614,protein_coding,3340,920
ENSG00000070669,protein_coding,440,460
ENSG00000070718,protein_coding,10947,
ENSG00000070729,protein_coding,1258,380
ENSG00000070731,protein_coding,10610,513
ENSG00000070748,protein_coding,1103,960
ENSG00000070756,protein_coding,26986,5165
ENSG00000070759,protein_coding,10420,564
ENSG00000070761,protein_coding,29105,
ENSG00000070770,protein_coding,1459,1110
ENSG00000070785,protein_coding,8891,523
ENSG00000070808,protein_coding,815,1100
ENSG00000070814,protein_coding,6949,4151
ENSG00000070831,protein_coding,998,5163
ENSG00000070882,protein_coding,26031,4150
ENSG00000070886,protein_coding,2046,901
ENSG00000070915,protein_coding,6559,
ENSG00000070950,nonsense_mediated_decay,56852,5163
ENSG00000070961,protein_coding,490,600
ENSG00000070985,protein_coding,29850,4714
ENSG00000071051,protein_coding,8440,4150
ENSG00000071054,protein_coding,9448,5235
ENSG00000071073,protein_coding,11320,1100
ENSG00000071082,protein_coding,6160,
ENSG00000071189,protein_coding,23161,4151
ENSG00000071205,protein_coding,79658,510
ENSG00000071242,protein_coding,6196,4714
ENSG00000071243,protein_coding,54556,1100
ENSG00000071246,protein_coding,22846,
ENSG00000071282,protein_coding,29995,5163
ENSG00000071462,protein_coding,114049,130
ENSG00000071553,protein_coding,537,
ENSG00000071564,nonsense_mediated_decay,6929,
ENSG00000071575,protein_coding,28951,4151
ENSG00000071626,protein_coding,26528,4926
ENSG00000071655,protein_coding,53615,1100
ENSG00000071794,protein_coding,6596,260
ENSG00000071889,protein_coding,60343,531
ENSG00000071894,protein_coding,29894,1120
ENSG00000071909,protein_coding,140469,261
ENSG00000071967,protein_coding,79901,
ENSG00000071991,protein_coding,28513,520
ENSG00000071994,protein_coding,5134,1100
ENSG00000072041,protein_coding,55117,
ENSG00000072042,protein_coding,51109,624
ENSG00000072062,protein_coding,5566,1120
ENSG00000072071,protein_coding,22859,52
ENSG00000072110,protein_coding,87,5170
ENSG00000072121,protein_coding,23503,4150
ENSG00000072133,protein_coding,27330,520
ENSG00000072134,protein_coding,22905,1100
ENSG00000072135,protein_coding,26469,4151
ENSG00000072163,nonsense_mediated_decay,55679,4714
ENSG00000072182,protein_coding,55515,
ENSG00000072195,protein_coding,10290,40
ENSG00000072201,protein_coding,84708,4714
ENSG00000072210,protein_coding,224,380
ENSG00000072274,nonsense_mediated_decay,7037,510
ENSG00000072310,protein_coding,6720,
ENSG00000072315,protein_coding,7224,565
ENSG00000072364,protein_coding,27125,
ENSG00000072401,protein_coding,7321,4151
ENSG00000072415,protein_coding,64398,902
ENSG00000072501,protein_coding,8243,400
ENSG00000072506,protein_coding,3028,300
ENSG00000072518,protein_coding,2011,901
ENSG00000072571,protein_coding,3161,
ENSG00000072609,protein_coding,55743,562
ENSG00000072657,protein_coding,29953,1100
ENSG00000072682,protein_coding,8974,1100
ENSG00000072694,protein_coding,2213,51
ENSG00000072736,protein_coding,4775,760
ENSG00000072756,protein_coding,51095,770
ENSG00000072778,protein_coding,37,1110
ENSG00000072786,protein_coding,6793,4658
ENSG00000072803,protein_coding,23291,4660
ENSG00000072818,protein_coding,9744,5163
ENSG00000072849,nonsense_mediated_decay,51009,
ENSG00000072858,protein_coding,54847,
ENSG00000072864,protein_coding,54820,
ENSG00000072952,protein_coding,10335,
ENSG00000072958,protein_coding,8907,
ENSG00000073008,protein_coding,5817,1120
ENSG00000073050,protein_coding,7515,520
ENSG00000073060,protein_coding,949,
ENSG00000073067,protein_coding,54905,901
ENSG00000073111,protein_coding,4171,220
ENSG00000073282,protein_coding,8626,4150
ENSG00000073331,protein_coding,80216,4714
ENSG00000073350,protein_coding,3993,601
ENSG00000073417,protein_coding,5151,791
ENSG00000073464,protein_coding,1183,540
ENSG00000073536,protein_coding,54475,5163
ENSG00000073578,protein_coding,6389,730
ENSG00000073584,protein_coding,6605,310
ENSG00000073598,protein_coding,54752,53
ENSG00000073605,protein_coding,55876,
